id	filename	md5	size	state
a01acfdf-e875-4a43-9070-3b4e2168099e	TCGA-31-1953-01A-01-TS1.d23dcd07-a0b5-4eb2-9773-4ab7ffb396ff.svs	ecf12afec2319001064074b334742a0d	277489449	released
9fdef2ef-0a0e-42b5-9ec7-3468bb6c01b9	TCGA-24-1557-01A-01-TS1.37ecb22e-99d5-46d8-b90f-34c35bb96139.svs	830313f29963aff4de634967f787c040	153053117	released
dbac0192-d9df-4b9e-82f7-a542f0d23e7a	TCGA-25-1318-01A-01-TS1.328597ad-7246-4ca7-a534-1d265e9c9a59.svs	ec2d19d2a244e4e05296fe103bdceed7	312090111	released
31cc7635-dbdc-4222-b059-3e498a6f58dd	TCGA-04-1349-01A-01-TS1.acb74f2f-8270-45d9-90e6-f2032d17b4c9.svs	f4c21f761af88d996cd60105691bf22a	128755293	released
7b59342f-41aa-4abc-b5f7-5b95e11f5733	TCGA-23-2079-01A-01-TS1.65b34f4d-192d-4878-9b63-2d2e59ef22fe.svs	aa8cfe9adb4de93c5a828e3a5a81fb68	80876375	released
379add36-3e52-4584-a4c0-963e5bdb4c46	TCGA-04-1525-01A-01-TS1.e3de5902-0717-4df2-b703-7dca07011812.svs	4ee6f1d024ea4a548511d1874e8af8c3	116111873	released
3f3138ca-e71a-4dc8-acf8-63aed2bd71ed	TCGA-24-1564-01A-01-TS1.3ba1355e-1542-4882-a805-8d4f1e6549bf.svs	4bd999a6137b4eddc3901a6ca1ecf469	228932269	released
58dd2524-2e95-4d0a-8b67-8796d86fcced	TCGA-25-1634-01A-01-TS1.4345be84-2118-4725-8b31-1f16902d64b7.svs	f1271cbcfc34cab8d3deeb1b615bba41	252954409	released
2cc0884d-c4a5-4c4d-9ab4-c1b308ad7c11	TCGA-13-1477-01A-01-TS1.40cfd8ee-5054-4b2f-9a66-0820397a0d75.svs	53489efcda33c0a67a154f903a46176f	339010541	released
c78a401c-7257-40fb-ac7a-a3d3aa8f6959	TCGA-10-0934-01A-01-TS1.b10fc6a4-5db0-444a-9aee-dfba6b1fdd62.svs	13cbc5444717f4b8048a0b6bda61d678	49411725	released
37f2d569-b376-4bdc-89dc-c7326c563c68	TCGA-29-1775-01A-01-TS1.781ef663-1665-4b9d-9077-8e96b71756b4.svs	3401c182d870484d6cc4c8af7c56c343	73315891	released
bc97f198-2f3e-4629-af5d-4d999e66bf1e	TCGA-04-1638-01A-01-TS1.a7f3aa80-6c02-473d-b311-fbcbb66161f8.svs	a44ac7535ad5fe55b8eb016ffdf00e93	94215041	released
4dbffb25-ccf7-42f1-a40a-6e7ff5d0afa8	TCGA-61-1901-01A-01-TS1.2b2da3fd-9ec4-49d2-a609-3cfad03dc222.svs	dafcc50d9e0b5da29a26a4afdc03bb98	145152607	released
906e4696-5bd3-4498-840b-df72f69034b4	TCGA-25-1628-01A-01-TS1.35d35463-e15c-4be7-b62e-9a8e169c005a.svs	d5f1c6b06193e08afa99180adad11aea	275442033	released
4a2faf2d-63ed-4544-b018-f3443f68a8df	TCGA-13-0911-01A-01-TS1.d038ca6a-0465-4047-a2a9-46ad58627c2e.svs	c2aa4a6f8103ed9952d204094d5fd783	462811181	released
388b23c6-eb64-4c2b-aa7d-4acdb030c598	TCGA-24-1923-01A-01-TS1.efa7fe61-eeee-4f33-a76e-def9e1e4347b.svs	60f0749a430ab5569b61f014a1c785ca	218394369	released
34be3f2c-48b2-41ee-b503-f767321562b3	TCGA-24-1552-01A-01-TS1.295ebff0-1ee5-4fe1-a6e1-35951c014456.svs	6fe952605f16bd3a2d4faa1b752d1ba0	120637201	released
a2bef4d1-ecd4-4e75-9e88-ef794e4bba9f	TCGA-29-1696-01A-01-TS1.9f136ba5-516c-439d-8e2d-a9061cce1191.svs	4f9327b29075108d0f175114305a0c3d	35957191	released
e14d1a29-1950-4b20-8892-567338774c15	TCGA-61-1738-01A-01-TS1.cbef3d98-4444-4703-b76e-0474439cb502.svs	2aa08ece72349a2e64e0e3f1cf1cbcb9	189416875	released
22320b82-3f5a-4007-a92d-280624567621	TCGA-24-1560-01A-01-TS1.517e0086-04fb-47e2-8809-4b9768c17ba9.svs	9d14253c440956de1620f1217dc503f6	140328869	released
f0ce1869-1bf2-406d-b2c9-9b3eb323e3f9	TCGA-24-0982-01A-01-TS1.7a24140e-0062-41a3-bf71-a70ce3f4124c.svs	13d546ae2e767d44d54277201731596b	273641123	released
e1abd948-081e-48e7-8b39-f6b5c9674020	TCGA-13-0920-01A-01-TS1.865199e6-7b94-40ef-82e8-e65aa9377818.svs	80c804bc114fa9d018ba396e0c3951b1	176394973	released
60e5d8a2-b2fc-4ff2-b22b-a0599f88839f	TCGA-36-1578-01A-01-TS1.3dcbd7a4-25bc-4cf5-a4eb-8b22076299b9.svs	b02455cd011177805cfa0e2ec1d1f4cc	48215399	released
bca3d543-52e2-40a0-b90b-e22827cb5eb8	TCGA-25-1328-01A-01-TS1.7302303f-6917-4ca2-9547-8a657c7274e5.svs	f28df8c762485d07e7f4f91f9e54cb43	216543203	released
f047b419-98ff-4c29-bd1e-9f13da20d888	TCGA-13-0755-01A-01-TS1.eb8f41b0-f350-471c-a799-da5b1f4b38a1.svs	2c599f767d5d0718bcbd6108c846ac89	366227083	released
32d98cd1-1ad0-4e5f-a8bf-a02dfc3d8efd	TCGA-25-1316-01A-01-TS1.050f7f9f-a802-4a8e-8467-e40a36e90503.svs	e151702545d909dc7f5bcedecd3922f5	467836875	released
754195aa-0afa-41b1-b768-d3def492db68	TCGA-24-1431-01A-01-TS1.56af0d60-12ff-42cd-bf25-1a6e1282bf6e.svs	5b712c7f7871eb9fe3992b24a200e6f7	317511683	released
018ddc38-d025-4e35-b563-4cee0e46e94c	TCGA-24-1464-01A-01-TS1.33baf922-5467-4b79-8191-fbba9f70c972.svs	936c2f69b3b3f25aefd2ccbfc882917b	157774031	released
f0c26be5-5113-4988-9ee0-dc5d554ba7fe	TCGA-13-1481-01A-01-TS1.e7704255-bd11-4c56-b13c-a5b18dc1f315.svs	a9786690be0545f339a65514c2a40eee	372979007	released
2157177e-e8d5-49b7-8ddb-57e30fb2de25	TCGA-24-2280-01A-01-TS1.2dd90f1f-fe80-438f-bb4e-5d80716e6962.svs	ceb0a379bcb710cdc75ed3c437e662cd	105446929	released
6eb86925-6c0a-4789-905f-60f29e722048	TCGA-61-1743-01A-01-TS1.86fa0bbe-e71b-4451-8b78-a801394d9a85.svs	742c04a00bf6d3ec1ea19226cebbec83	219735395	released
ef1fea0c-c0ac-4d4a-b2c1-ec8241b384e2	TCGA-24-1553-01A-01-TS1.335b5d27-d22e-4631-a772-ad33e0e3fc49.svs	c8fe99182770cd15bee21f15da987035	433030983	released
d8748064-9c08-4b42-b775-0acf3d89fc18	TCGA-04-1365-01A-01-TS1.136edbd4-a232-411e-9795-7ab0bd785b14.svs	59a6876309e8b9752ba7a07b8e116160	111714319	released
18882c99-e153-4996-b675-d6d104d28dc6	TCGA-13-1501-01A-01-TS1.955ec489-489b-4ec1-8410-3f5e0bccc505.svs	df4d69a1fd4b5191bdfdde5b8d4e753d	333897207	released
87ee0c11-9261-49eb-8ee4-ec53e75ffe97	TCGA-61-2111-01A-01-TS1.f5cf5d70-ae84-4039-a9b7-bc4af6d21516.svs	95bd6bd8a5c91df51a88dd037c40104c	359929831	released
5d72a2b4-5527-4228-a7fb-119237992a67	TCGA-24-1550-01A-01-TS1.3c468906-1fe3-4438-af83-46db12f8a8cc.svs	ef540a7ce3644085d58ed5cf4a60f845	154561197	released
97a1a73b-c805-4827-9ce8-bc1975b52be9	TCGA-13-0888-01A-01-TS1.ffd7136c-4224-4e96-b6bd-91271f3be8be.svs	ce1b726e5ab163d5be8387abe4a832f8	185388049	released
dd32e001-98b1-4024-9e80-40b36d9cd827	TCGA-04-1542-01A-01-TS1.962fd94a-59f6-49c3-8354-79631e5e19f8.svs	01ffc5fba73e49fcdf897973da4719cc	96569423	released
2f14cfd4-382f-403c-b14d-40cd908483e3	TCGA-24-1545-01A-01-TS1.bb95934d-79b6-4172-8dd1-a849daf1c4c3.svs	4f57edf507395669cab6ef559107c676	228745505	released
b8a7fef7-7e75-457f-86a7-0fcdf52185b4	TCGA-29-2425-01A-01-TS1.b02b7e9c-7826-4dda-9fc2-70867e37e9c7.svs	f0b7a20e9671377145538e1a72702f7c	147633421	released
32f5914a-9c6c-4e82-b1c8-8ea55e683af6	TCGA-13-1488-01A-01-TS1.3972462a-d30c-473e-a62b-dae7de1ef2bd.svs	a168d0efa53225db93f693bdd2d4b2d0	349718859	released
06fbf993-9359-4b1d-b43c-4032ab0302dc	TCGA-31-1944-01A-01-TS1.b8440d12-6207-4950-9b2f-4b6c007c6220.svs	b5f876a71ef83a7aa8ce5dbb9be5b437	108367813	released
eaca7082-7454-4c86-b882-fe02fc676601	TCGA-13-1498-01A-01-TS1.c1a533e4-aaec-4ffe-aa78-2f5d3887d768.svs	c000fcf35c5094f9c488c320dba6867e	208500521	released
697a5f6c-4fa7-44b4-82a9-a0d55c618db3	TCGA-04-1514-01A-01-TS1.0a727057-86e2-47b9-be79-eeec6e07542b.svs	19c847a3991937a1cefb56eac62ab5c3	96537985	released
4dd1b070-ef65-4c55-8384-d6bde3bf5be4	TCGA-13-1499-01A-01-TS1.116d81fb-17b7-46f8-abb6-e1fb37fbbfc9.svs	0039f7cebbe49d184234e8790e7e24e6	303752277	released
5c54f62b-1375-41ec-9d9a-8dd027f5b259	TCGA-24-2254-01A-01-TS1.de52a9bb-d52a-465e-860a-4fdfacb8f9e2.svs	540516124ea9209f12267beb04bdbbad	93921461	released
fff13dc4-27a4-4f54-a606-562f955354c4	TCGA-24-1430-01A-01-TS1.206fc526-1f7c-49f7-84b3-26ed0be0b14e.svs	ba350948b40fcf84265759aaadba40fd	430627877	released
7ed10cf6-253c-40d5-b4bf-7a3f4b46dfa1	TCGA-13-0899-01A-01-TS1.2685cda5-6261-4f47-b643-cbb7d9a70dd6.svs	7d84789c53ff5f7f9f021208d2ef0e7f	307049073	released
b60b4f10-8362-4444-ac45-1fdae9f6c598	TCGA-13-0886-01A-01-TS1.87d770e2-fb08-4fbe-8091-53a12ef5413a.svs	c3666253ffe618e385964954844ad02b	172020761	released
4f66d959-f5f8-43af-87c9-2d1cf2c4d7e0	TCGA-36-1576-01A-01-TS1.683327b5-b127-439f-9a47-6bf7f1d01203.svs	ecff2d6bf1e76a65f87a31f3a6fa7450	287381603	released
93a48b96-f682-42df-9db6-a303bf5af5a4	TCGA-61-1915-01A-01-TS1.63cc03e9-5211-4ac4-9c05-95a857645196.svs	45e404239c51359b4b7350f3f17f30c2	158017103	released
17f503ff-6d6d-4d1b-8d32-8835670dcb35	TCGA-13-1497-01A-01-TS1.df740e3b-2d04-4a35-8927-ed788875d668.svs	33826f7fe76c106207b98bc802c18b19	275041029	released
8721218c-7704-4e8e-82ac-5c633737c5d4	TCGA-09-2050-01A-01-TS1.e53d7602-1bb1-430a-9e16-fa667438063d.svs	f550d95ebc13bb1eec55f505346046d0	64186815	released
0ca06f2a-ada4-46cc-97e0-326199a72240	TCGA-23-1118-01A-01-TS1.fbcfe18d-548d-4c26-8ed8-c13545b48e49.svs	f6db0d4bd56ae3ca040e11f90a5e6997	84796245	released
f78c724b-ce48-485a-8d22-c9f1a46f7056	TCGA-29-1785-01A-01-TS1.92dd91fb-debd-463d-bc19-8e9912f80cfc.svs	5f190d8765085468612e2bec7bfe60ad	163376381	released
8a7fd990-6607-449f-92fb-eab0acce62f6	TCGA-61-1914-01A-01-TS1.ac6aa78e-762f-4ded-ab0f-7c528cd199e5.svs	8d860cda608797ac9d0eb69bb5d5a095	247010387	released
f5d6fab3-0bea-4abc-9d07-383418167bff	TCGA-36-1568-01A-01-TS1.1a9c6c51-2b6b-4fa9-ab42-ddf6f921adfb.svs	22ed5cf44fd0354ff81cdb878a61fffc	62619075	released
41a11a50-caa0-4e97-893a-f3bd6c063eb6	TCGA-29-1711-01A-01-TS1.abf41830-7901-443a-a734-4696c4bc7893.svs	8647b1784aafe35abfe48fbd5556ea44	292166745	released
081752ca-03d7-4f87-8f10-1b0aa52b04ea	TCGA-25-1633-01A-01-TS1.f39839fc-b550-43e5-9f57-937cfdf32219.svs	7a510d6710e19b41188ffc64e6d4256d	226194401	released
5bd9a004-bb80-4826-b69f-3cb6fd8f8c4f	TCGA-24-1614-01A-01-TS1.8a2d9b3e-ab54-4e1f-92fc-f3f1c6d50409.svs	4e9c52ff13b537bd4fe9dc0722339236	159149895	released
06f41f5d-e725-4f3f-b5df-a139e31cd3e5	TCGA-24-2036-01A-01-TS1.a09a994b-2da2-4b47-a479-2ac663d0fa9f.svs	bb589eb7e5da8c08cde7f6a729d6db08	142469813	released
5e41cd39-c7a2-421a-aa32-bddf00512203	TCGA-10-0930-01A-01-TS1.3ec1ee42-18e6-4a31-96de-f5852709af5b.svs	755968f5f68693ac2f81f59652c96b7a	23084547	released
cb3e2403-2cf1-44e9-91e8-5a0db5ea2a9a	TCGA-09-1666-01A-01-TS1.0176ba08-e81b-4392-b6ae-2be1aac6b1f4.svs	1a53e9dd6cfa17cd8852acd16767ed6e	209300757	released
bd13ff40-e761-4d4b-b66f-f17e6216544c	TCGA-04-1652-01A-01-TS1.8267ed7d-79c3-4239-8e56-0d007112d8e6.svs	463f64c28736c0b3793e5bfa78f4539e	204502129	released
25243b8d-a732-42bf-900b-c95ed23f8436	TCGA-25-2404-01A-01-TS1.cc560f7f-9491-4242-80ac-74f2ff537b1b.svs	3f785b9bf79b37bfce29d359ded49865	224618573	released
1e725c68-7d5b-4fd7-b5bc-c11a6f8ef861	TCGA-09-1670-01A-01-TS1.e32f1bda-c2b1-4475-a544-b4cc03320371.svs	5b7733f336bd1e33920cb8bbc8c24c43	111789857	released
63d62ad6-817a-43c6-b4d6-e5ca35bb3838	TCGA-29-1778-01A-01-TS1.03053642-c87d-488d-b2e6-d75900c0cca3.svs	f6c391d70bd0355d2142af02a17cbda0	162434197	released
87502826-9d63-4d9c-b454-957f654eb3a4	TCGA-25-2391-01A-01-TS1.8356e1f7-f054-4869-9793-39e86a37225a.svs	0d12ddf4b41b790cbe6c38d3883368de	299530049	released
1792ac8a-454c-47cb-898d-5b13709871d4	TCGA-61-1907-01A-01-TS1.b0464aeb-8877-43cb-82b3-e993183285a6.svs	53bbf6f12336501e2e96b473092deb2d	218413621	released
2ec03c2a-3cb4-473c-b30f-30ae3feee13a	TCGA-61-2113-01A-01-TS1.91aa5d6b-d95f-4465-b1a5-d7697dab7d29.svs	14cbdf30e07e244b62d9d08b877bc794	237029417	released
cc627e54-63c0-489a-af6c-1c21abd356ed	TCGA-30-1860-01A-01-TS1.751e5a7f-2a59-40cc-866f-cc3780f7330b.svs	5f8ca0d4562e9e480014fc5cc6aa38b8	121420567	released
5e0f6c20-b23f-472a-b08d-2afe98615e3c	TCGA-23-1110-01A-01-TS1.04ccc391-1194-4dc4-8692-607901904c83.svs	45e5355bf3af0c0c09be1786d6e3f012	60592045	released
10db7155-324b-4132-a730-e9beb56418da	TCGA-29-1774-01A-01-TS1.fc56e04c-830f-4e84-ab7f-4a942bcfdfa6.svs	896bbd7311940906942e69b962bc1aa5	173694681	released
d5ad60f9-33f4-4785-8d2e-75f019e63494	TCGA-24-1544-01A-01-TS1.5c0e797d-fd2e-4368-8b27-b77ad0cd4601.svs	0e0a8c7f294e8d01b2322d088cd065b5	86725405	released
14af0c43-310a-4136-8896-d68e3eb06921	TCGA-61-2109-01A-01-TS1.031075e9-b603-438c-89cb-a22f24f0da61.svs	c90a7cc55bcb6df493a8e10f77dae241	258770901	released
8e315fd2-b531-405d-bd73-3323c6788aa1	TCGA-13-1494-01A-01-TS1.8c48501b-eb93-4ca6-85b4-5f1f50495934.svs	1015ff8afeb1b7aff1b603e3a6bc56e3	313730191	released
c0d5d7cf-8752-43a1-a119-ce953b00926e	TCGA-29-1691-01A-01-TS1.cd851d1b-0bd5-4564-bbe0-4dc4aa293b37.svs	44ed93d8a8c0b794c7eec2cd46df7613	84630693	released
a310a283-759a-4ad7-bf24-ef029e538068	TCGA-24-2290-01A-01-TS1.298bd41d-f2e2-4db3-9582-62d0be13aa8c.svs	871df16ec49ab24d22dc71de75ff8f65	268407187	released
7e0de2e1-db9d-4962-862c-33873129cb82	TCGA-24-1463-01A-01-TS1.922365e3-495c-4005-8228-710a60603714.svs	aa3a68cd1834875365473762317a95fa	283990573	released
49b1a27a-e8d8-4393-95df-532e5b0d7c50	TCGA-30-1880-01A-01-TS1.908bdaf5-5fd4-48d6-a738-cf19cd42367e.svs	ed22db45e56b135247b7541932803e64	96159271	released
e08cf65c-9aa7-475a-b2ce-8e1880554d8c	TCGA-36-1571-01A-01-TS1.481fbd5a-885c-415d-8462-550e3b4d54b6.svs	0ab0ff821f669df854be7b14fdb9448c	55662119	released
40b1c3e5-deed-4b4d-bdd1-777f409f4f62	TCGA-61-2098-01A-01-TS1.a353a944-d562-4992-bea2-6c23d01c685a.svs	e9248f47bc5dc183524e116afd85a8e0	174546649	released
de20cc16-8cc8-4096-975a-92a744627e8a	TCGA-23-1124-01A-01-TS1.048e65b0-5b06-475d-8186-71e43eba8b12.svs	6bd97bbe2fa6f8ddaf2bb0dc50d8ccee	33655427	released
fadfae9c-dc4d-46c9-bb0d-889000cbb668	TCGA-61-1913-01A-01-TS1.d372f142-bc5f-4def-9d80-ed5f02900b57.svs	d3c6d2b48587db5f4b86a2cf5b776ea6	100272429	released
28a67df2-3e72-4d41-ad5d-5b2a43a20e12	TCGA-09-1662-01A-01-TS1.991a3778-5f86-4d75-93d3-93b24310153c.svs	b8bfc9224c4b76dac8ce2c21f5ecee52	133425547	released
ab95f2d8-b483-48f4-b6c6-595c85539f18	TCGA-04-1517-01A-01-TS1.44419f12-78c0-405f-af43-289460beb5f8.svs	15f21d7cf04f0304417c00b444843d9b	188520429	released
96b8a7df-ff08-4485-83f7-3f6f19ed4a88	TCGA-10-0933-01A-01-TS1.4193c207-aac8-400e-be84-1ff6ebccd090.svs	005e19b28a36fbbe646a13501152cfed	85379701	released
0eccd17c-73a4-427e-8e31-2f6e8c8f2917	TCGA-25-1321-01A-01-TS1.3cdd3537-543e-41b9-b024-f4b843205c0e.svs	672bf228897a33aca80aa1e095c16c93	403106533	released
0eaba687-27d8-4b20-b976-850dc5d8cb2c	TCGA-24-1435-01A-01-TS1.d678e541-f8bc-4a7e-87ca-e1df06b156ec.svs	858e625c39128cdc5a5874846380ec54	418259435	released
c8d31666-24a5-4aed-8163-b7928b50045d	TCGA-13-0919-01A-01-TS1.3e391512-1c28-4566-badd-6fa329771dac.svs	df907352c5f5cfc71b34cae5d93126cb	203021971	released
557f6edb-6cd7-4641-ac51-601d4c15443e	TCGA-25-1635-01A-01-TS1.e3fb13c5-3313-4116-9aff-2dd97b81cace.svs	31ae4de85add54d3cc1c23d568b6b222	438392073	released
2cb42ba5-4d94-46af-a059-cfa2d8fdc1ca	TCGA-36-1581-01A-01-TS1.eb8eab2e-7062-48bb-bc87-44ca7b8a1cd9.svs	eece323e38f52798c4dfc5ae2dc01ba6	35667249	released
cc6993b8-69c2-40e6-8e8f-11bee397dfdc	TCGA-13-0910-01A-01-TS1.ac310b47-a869-4725-aacd-60196e947f07.svs	2058f70da9f24a1df176c71b02785f25	209656455	released
49b94910-12af-4544-a288-dd41fffeccd4	TCGA-25-1326-01A-01-TS1.0fbff408-12f4-429e-9d63-c51e858c6971.svs	8d4e15dedb4ead19ad98e8db26c35c1e	382175913	released
4759ed36-5876-413d-897b-48ee45b18b94	TCGA-29-1769-01A-01-TS1.11d4cb8d-65cc-466b-b776-9488e40cbd13.svs	8c7c52aee338a19e076ed944b255cd9d	107678077	released
f5a8d352-d584-4e57-96f5-773e2ad97bda	TCGA-29-1707-01A-01-TS1.ae1266dc-4577-4180-b3f9-b063587254f9.svs	5295708402f4cf0b5b862ddbb3068052	129255403	released
aabd94ed-5beb-4e7c-82f4-5e7f98d6544e	TCGA-13-0891-01A-01-TS1.720d6bab-786c-4ec2-a692-c70414ced567.svs	55030251b6252301b1a5291c7d284294	308219525	released
6a14d927-2c7f-4614-a84b-b97caaa73d58	TCGA-20-0990-01A-01-TS1.f462deeb-65bc-41f6-8a22-81e56f05a789.svs	d2c83ed627da8f828ae5069343a183db	67603877	released
2e8857d1-503f-47af-a871-ad47648db695	TCGA-13-1492-01A-01-TS1.893fd41e-d481-4430-b8e3-b7952e9a4f6a.svs	e3ae0accb06cc87e7f728b5ab4d4327e	627793287	released
138283b3-d591-4aee-8291-48e8ac4b35a5	TCGA-04-1331-01A-01-TS1.76f57a19-5698-4204-bb11-7b6a106d620a.svs	5b722dafc0688d139109d985f91702d0	225384721	released
2d0ade90-0b6c-4f32-a0e4-10628478ebdc	TCGA-25-1632-01A-01-TS1.441ffc0c-d1a4-4154-ac77-a247fdd66727.svs	746411bb7371e3513b1b034dbe6fb613	292204093	released
4a4e5b67-b48c-44b6-93ec-8166b31e3548	TCGA-04-1347-01A-01-TS1.c1c1b478-dc0f-4680-955b-2a40aeece34f.svs	a9bbc4d8051b904cf0c5bafb30ebf855	128083711	released
9aa35fb8-9c49-4e57-88e2-07c73b30358a	TCGA-24-0979-01A-01-TS1.0dda30a8-16ff-4e27-b1be-bc9327e052c0.svs	97c91d1eb1080d5bb777702bfb2a1aa0	153669935	released
f8428848-026e-482a-b678-a8eed6b1e2ee	TCGA-24-1474-01A-01-TS1.8b1c59c3-2589-42bc-b824-90b082f1e893.svs	e91150218b2b0ea80cb3e5f0dc5196e1	167338717	released
52665124-dc72-406b-a4dd-aad7644b70e5	TCGA-31-1950-01A-01-TS1.42495a8a-15e3-4fc2-aaeb-37f45493e9a5.svs	ab48442f07e6982dbb839b2b0f212738	72466643	released
4716f5d6-bd83-466c-ace2-f9b63249a894	TCGA-24-0968-01A-01-TS1.0ecb0b53-3dd6-46d9-a492-c179639330a6.svs	06d312a997a4d51a5cd46d15b0656bbb	141033057	released
